geneSymbol,diseaseName
NGF,"Nephritis, Tubulointerstitial"
NGF,Bronchial Hyperreactivity
NGF,Complex partial seizures
NGF,Hysterical amnesia
NGF,Temporary Amnesia
NGF,Generalized seizures
NGF,Clonic Seizures
NGF,Cocaine-Related Disorders
NGF,Dissociative Amnesia
NGF,Middle Cerebral Artery Syndrome
NGF,Parkinsonian Disorders
NGF,Ramsay Hunt Paralysis Syndrome
NGF,Global Amnesia
NGF,"Degenerative Diseases, Central Nervous System"
NGF,Petit mal status
NGF,Visual seizure
NGF,Tonic Seizures
NGF,Epileptic drop attack
NGF,Lung Injury
NGF,Grand Mal Status Epilepticus
NGF,Malignant mesothelioma
NGF,Complex Partial Status Epilepticus
NGF,"Seizures, Somatosensory"
NGF,"Seizures, Auditory"
NGF,Olfactory seizure
NGF,Gustatory seizure
NGF,Vertiginous seizure
NGF,Allodynia
NGF,Tonic - clonic seizures
NGF,Neurodegenerative Disorders
NGF,Neurobehavioral Manifestations
NGF,Cocaine Dependence
NGF,Neurogenic Inflammation
NGF,Middle Cerebral Artery Thrombosis
NGF,Middle Cerebral Artery Occlusion
NGF,"Infarction, Middle Cerebral Artery"
NGF,Tactile Amnesia
NGF,Amnestic State
NGF,Non-epileptic convulsion
NGF,Single Seizure
NGF,Cryptogenic Tonic-Clonic Epilepsy
NGF,"Epilepsy, Tonic-Clonic, Familial"
NGF,"Epilepsy, Tonic-Clonic, Symptomatic"
NGF,Atonic Absence Seizures
NGF,"Hyperalgesia, Primary"
NGF,"Hyperalgesia, Secondary"
NGF,Tactile Allodynia
NGF,"Hyperalgesia, Thermal"
NGF,"Hyperkinesia, Generalized"
NGF,Convulsive Seizures
NGF,"Seizures, Focal"
NGF,"Seizures, Sensory"
NGF,"Status Epilepticus, Subclinical"
NGF,Non-Convulsive Status Epilepticus
NGF,Simple Partial Status Epilepticus
NGF,"Degenerative Diseases, Spinal Cord"
NGF,Middle Cerebral Artery Embolus
NGF,Left Middle Cerebral Artery Infarction
NGF,"Embolic Infarction, Middle Cerebral Artery"
NGF,"Thrombotic Infarction, Middle Cerebral Artery"
NGF,Right Middle Cerebral Artery Infarction
NGF,Autosomal Dominant Juvenile Parkinson Disease
NGF,Autosomal Dominant Parkinsonism
NGF,Autosomal Recessive Parkinsonism
NGF,"Parkinsonism, Experimental"
NGF,Familial Juvenile Parkinsonism
NGF,"Parkinsonism, Juvenile"
NGF,Lewy Body Disease
NGF,Chronic Kidney Diseases
NGF,Bright Disease
NGF,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
NGF,Chronic Lung Injury
NGF,Mechanical Allodynia
NGF,Nonepileptic Seizures
NGF,Hyperkinesia
NGF,Convulsions
NGF,Absence Seizures
NGF,Epileptic Seizures
NGF,Myoclonic Seizures
NGF,Generalized Absence Seizures
NGF,Peripheral Nervous System Diseases
NGFR,Mental Depression
NGFR,Depressive disorder
NGFR,Jacksonian Seizure
NGFR,Nerve Degeneration
NGFR,Prostatic Neoplasms
NGFR,Schizophrenia
NGFR,Seizures
NGFR,Complex partial seizures
NGFR,Generalized seizures
NGFR,Clonic Seizures
NGFR,"Degenerative Diseases, Central Nervous System"
NGFR,Visual seizure
NGFR,Tonic Seizures
NGFR,Epileptic drop attack
NGFR,Malignant neoplasm of prostate
NGFR,"Seizures, Somatosensory"
NGFR,"Seizures, Auditory"
NGFR,Olfactory seizure
NGFR,Gustatory seizure
NGFR,Vertiginous seizure
NGFR,Tonic - clonic seizures
NGFR,Neurodegenerative Disorders
NGFR,Non-epileptic convulsion
NGFR,Single Seizure
NGFR,Atonic Absence Seizures
NGFR,Convulsive Seizures
NGFR,"Seizures, Focal"
NGFR,"Seizures, Sensory"
NGFR,"Degenerative Diseases, Spinal Cord"
NGFR,Nonepileptic Seizures
NGFR,Convulsions
NGFR,Absence Seizures
NGFR,Epileptic Seizures
NGFR,Myoclonic Seizures
NGFR,Generalized Absence Seizures
NHLH2,Obesity
NHS,Malignant neoplasm of breast
NHS,Congenital total cataract
NHS,Nuclear cataract
NHS,Nuclear non-senile cataract
NID1,Colorectal Carcinoma
NID1,"Liver Cirrhosis, Experimental"
NID1,Weight Gain
NINJ1,"Dermatitis, Allergic Contact"
NKX2-2,Neonatal diabetes mellitus
NKX3-1,Prostatic Neoplasms
NKX3-1,Malignant neoplasm of prostate
NKX6-1,Alloxan Diabetes
NKX6-1,"Diabetes Mellitus, Experimental"
NKX6-1,"Diabetes Mellitus, Non-Insulin-Dependent"
NKX6-1,Streptozotocin Diabetes
NNAT,Non-Small Cell Lung Carcinoma
NNAT,Neuroblastoma
NMBR,Malignant neoplasm of breast
NMBR,Breast Carcinoma
NMBR,"Mammary Neoplasms, Human"
NMBR,Mammary Neoplasms
NMBR,"Mammary Carcinoma, Human"
NME1,Anoxemia
NME1,Anoxia
NME1,Hypertrophic Cardiomyopathy
NME1,Colorectal Carcinoma
NME1,Colorectal Neoplasms
NME1,Neoplasm Invasiveness
NME1,Neoplasm Metastasis
NME1,Hypoxia
NME1,Hypoxemia
NME1,Liver carcinoma
NME1,Hypertrophic obstructive cardiomyopathy
NME2,Colorectal Carcinoma
NME2,Colorectal Neoplasms
NME2,"Hepatitis, Toxic"
NME2,Mesothelioma
NME2,Degenerative polyarthritis
NME2,Osteoarthrosis Deformans
NME2,Drug-Induced Liver Disease
NME2,ovarian neoplasm
NME2,Malignant neoplasm of ovary
NME2,"Hepatitis, Drug-Induced"
NME2,Drug-Induced Acute Liver Injury
NME2,Chemical and Drug Induced Liver Injury
NME2,Chemically-Induced Liver Toxicity
NQO2,"Alcoholic Intoxication, Chronic"
NQO2,Malignant neoplasm of breast
NQO2,Contact Dermatitis
NQO2,"Liver Cirrhosis, Experimental"
NQO2,Memory Disorders
NQO2,Psychotic Disorders
NQO2,Schizophrenia
NQO2,Contact hypersensitivity
NQO2,Memory impairment
NQO2,Nonorganic psychosis
NQO2,Breast Carcinoma
NQO2,Age-Related Memory Disorders
NQO2,"Memory Disorder, Semantic"
NQO2,"Memory Disorder, Spatial"
NQO2,Memory Loss
NQO2,"Mammary Neoplasms, Human"
NQO2,Mammary Neoplasms
NQO2,"Mammary Carcinoma, Human"
NNMT,Bipolar Disorder
NNMT,Schizophrenia
NNMT,Liver carcinoma
NODAL,Colorectal Carcinoma
NODAL,Situs Inversus
NODAL,Holoprosencephaly
NODAL,Situs ambiguus
NODAL,Lobar Holoprosencephaly
NODAL,Alobar Holoprosencephaly
NODAL,Semilobar Holoprosencephaly
NODAL,Ciliopathies
NONO,Nephroblastoma
NONO,Impaired glucose tolerance
NONO,Bilateral Wilms Tumor
NOS1,Anoxemia
NOS1,Anoxia
NOS1,Behavior Disorders
NOS1,Mental disorders
NOS1,Endogenous depression
NOS1,Depressive disorder
NOS1,"Diabetes Mellitus, Insulin-Dependent"
NOS1,Fetal Alcohol Syndrome
NOS1,Fever
NOS1,Hepatic Coma
NOS1,Hepatic Encephalopathy
NOS1,Hyperalgesia
NOS1,Jacksonian Seizure
NOS1,Melancholia
NOS1,Nerve Degeneration
NOS1,nervous system disorder
NOS1,Parkinson Disease
NOS1,Schizophrenia
NOS1,Seizures
NOS1,Status Epilepticus
NOS1,Unipolar Depression
NOS1,Depressive Syndrome
NOS1,Complex partial seizures
NOS1,"Diabetes, Autoimmune"
NOS1,Generalized seizures
NOS1,Clonic Seizures
NOS1,Amphetamine-Related Disorders
NOS1,Amphetamine Addiction
NOS1,Amphetamine Abuse
NOS1,Hypoxia
NOS1,Petit mal status
NOS1,Visual seizure
NOS1,Tonic Seizures
NOS1,Epileptic drop attack
NOS1,"Depression, Neurotic"
NOS1,Grand Mal Status Epilepticus
NOS1,Brittle diabetes
NOS1,"Diagnosis, Psychiatric"
NOS1,Complex Partial Status Epilepticus
NOS1,"Seizures, Somatosensory"
NOS1,"Seizures, Auditory"
NOS1,Olfactory seizure
NOS1,Gustatory seizure
NOS1,Vertiginous seizure
NOS1,Allodynia
NOS1,Tonic - clonic seizures
NOS1,Neurobehavioral Manifestations
NOS1,Ventricular Remodeling
NOS1,Left Ventricle Remodeling
NOS1,Hypoxemia
NOS1,Non-epileptic convulsion
NOS1,Single Seizure
NOS1,Atonic Absence Seizures
NOS1,Fulminant Hepatic Failure with Cerebral Edema
NOS1,Hepatic Stupor
NOS1,"Hyperalgesia, Primary"
NOS1,"Hyperalgesia, Secondary"
NOS1,Tactile Allodynia
NOS1,"Hyperalgesia, Thermal"
NOS1,Convulsive Seizures
NOS1,"Seizures, Focal"
NOS1,"Seizures, Sensory"
NOS1,"Status Epilepticus, Subclinical"
NOS1,Non-Convulsive Status Epilepticus
NOS1,Simple Partial Status Epilepticus
NOS1,Mechanical Allodynia
NOS1,Fetal Alcohol Spectrum Disorders
NOS1,Nonepileptic Seizures
NOS1,"Diabetes Mellitus, Ketosis-Prone"
NOS1,"Mental Disorders, Severe"
NOS1,Convulsions
NOS1,Absence Seizures
NOS1,Epileptic Seizures
NOS1,Myoclonic Seizures
NOS1,Generalized Absence Seizures
NOS1,"Diabetes Mellitus, Sudden-Onset"
NOS2,Alloxan Diabetes
NOS2,"Arthritis, Psoriatic"
NOS2,Asbestosis
NOS2,Asthma
NOS2,Atherosclerosis
NOS2,Autistic Disorder
NOS2,"Cholestasis, Extrahepatic"
NOS2,Malignant neoplasm of breast
NOS2,Malignant tumor of colon
NOS2,Neoplastic Cell Transformation
NOS2,Brain Ischemia
NOS2,Primary biliary cirrhosis
NOS2,Cholestasis
NOS2,Colitis
NOS2,Colonic Neoplasms
NOS2,Mental Depression
NOS2,Depressive disorder
NOS2,"Diabetes Mellitus, Experimental"
NOS2,"Diabetes Mellitus, Non-Insulin-Dependent"
NOS2,Pathological accumulation of air in tissues
NOS2,Toxic Epidermal Necrolysis
NOS2,Esophageal Neoplasms
NOS2,Focal glomerulosclerosis
NOS2,Heart failure
NOS2,Congestive heart failure
NOS2,Hepatomegaly
NOS2,Hyperalgesia
NOS2,Hyperemia
NOS2,Hypertensive disease
NOS2,"Hypothermia, natural"
NOS2,Inflammation
NOS2,Jacksonian Seizure
NOS2,Kidney Diseases
NOS2,"Kidney Failure, Acute"
NOS2,Left-Sided Heart Failure
NOS2,Biliary cirrhosis
NOS2,"Liver Cirrhosis, Experimental"
NOS2,Liver diseases
NOS2,Chronic Obstructive Airway Disease
NOS2,Lung Neoplasms
NOS2,Malaria
NOS2,Marfan Syndrome
NOS2,Myocardial Infarction
NOS2,Myocardial Reperfusion Injury
NOS2,Necrosis
NOS2,Pustulosis of Palms and Soles
NOS2,Secondary Parkinson Disease
NOS2,Psoriasis
NOS2,Pyemia
NOS2,Reperfusion Injury
NOS2,Retinal Diseases
NOS2,Seizures
NOS2,Septicemia
NOS2,Status Epilepticus
NOS2,Stevens-Johnson Syndrome
NOS2,Gastric ulcer
NOS2,Streptozotocin Diabetes
NOS2,Cerebrovascular accident
NOS2,Substance Withdrawal Syndrome
NOS2,Ureteral obstruction
NOS2,Venous Engorgement
NOS2,Essential Hypertension
NOS2,Drug Withdrawal Symptoms
NOS2,"Hyalinosis, Segmental Glomerular"
NOS2,Liver Dysfunction
NOS2,Withdrawal Symptoms
NOS2,Complex partial seizures
NOS2,Reactive Hyperemia
NOS2,Cholangiocarcinoma
NOS2,Generalized seizures
NOS2,Clonic Seizures
NOS2,"Heart Failure, Right-Sided"
NOS2,Secondary Biliary Cholangitis
NOS2,Malignant neoplasm of lung
NOS2,Sepsis
NOS2,Cardiovascular Abnormalities
NOS2,Petit mal status
NOS2,Visual seizure
NOS2,Tonic Seizures
NOS2,Epileptic drop attack
NOS2,Grand Mal Status Epilepticus
NOS2,Active Hyperemia
NOS2,Intrahepatic Cholangiocarcinoma
NOS2,Complex Partial Status Epilepticus
NOS2,"Seizures, Somatosensory"
NOS2,"Seizures, Auditory"
NOS2,Olfactory seizure
NOS2,Gustatory seizure
NOS2,Vertiginous seizure
NOS2,Allodynia
NOS2,Tonic - clonic seizures
NOS2,Necrotizing Enterocolitis
NOS2,Malignant neoplasm of esophagus
NOS2,Manganese Poisoning
NOS2,Breast Carcinoma
NOS2,Non-epileptic convulsion
NOS2,Single Seizure
NOS2,Atonic Absence Seizures
NOS2,"Hyperalgesia, Primary"
NOS2,"Hyperalgesia, Secondary"
NOS2,Tactile Allodynia
NOS2,"Hyperalgesia, Thermal"
NOS2,"Parkinson Disease, Secondary Vascular"
NOS2,Atherosclerotic Parkinsonism
NOS2,Convulsive Seizures
NOS2,"Seizures, Focal"
NOS2,"Seizures, Sensory"
NOS2,"Status Epilepticus, Subclinical"
NOS2,Non-Convulsive Status Epilepticus
NOS2,Simple Partial Status Epilepticus
NOS2,Mitochondrial Diseases
NOS2,Acute Cerebrovascular Accidents
NOS2,Cerebral Ischemia
NOS2,"Mammary Neoplasms, Human"
NOS2,Drug-Induced Stevens Johnson Syndrome
NOS2,Mammary Neoplasms
NOS2,Chronic Airflow Obstruction
NOS2,Atherogenesis
NOS2,Acute Kidney Insufficiency
NOS2,Severe Sepsis
NOS2,Myocardial Failure
NOS2,Heart Decompensation
NOS2,Acute kidney injury
NOS2,Pulmonary Fibrosis - from Asbestos Exposure
NOS2,Mechanical Allodynia
NOS2,Nonepileptic Seizures
NOS2,Mycoplasma-Induced Stevens-Johnson Syndrome
NOS2,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
NOS2,Extrahepatic Cholangiocarcinoma
NOS2,Convulsions
NOS2,Absence Seizures
NOS2,Epileptic Seizures
NOS2,Myoclonic Seizures
NOS2,Generalized Absence Seizures
NOS2,"Biliary Cirrhosis, Primary, 1"
NOS2,"Mammary Carcinoma, Human"
NOS3,Adenocarcinoma
NOS3,Alloxan Diabetes
NOS3,Alzheimer's Disease
NOS3,Anoxemia
NOS3,Anoxia
NOS3,Atherosclerosis
NOS3,Atrial Fibrillation
NOS3,"Cholestasis, Extrahepatic"
NOS3,Bipolar Disorder
NOS3,Malignant neoplasm of breast
NOS3,Malignant Neoplasms
NOS3,Cardiovascular Diseases
NOS3,Cerebral Infarction
NOS3,Primary biliary cirrhosis
NOS3,Cleft upper lip
NOS3,Cleft Palate
NOS3,Coronary Arteriosclerosis
NOS3,Presenile dementia
NOS3,Mental Depression
NOS3,Depressive disorder
NOS3,"Diabetes Mellitus, Experimental"
NOS3,"Diabetes Mellitus, Insulin-Dependent"
NOS3,"Diabetes Mellitus, Non-Insulin-Dependent"
NOS3,Diabetic Angiopathies
NOS3,Diabetic Nephropathy
NOS3,Esophageal Neoplasms
NOS3,Fetal Growth Retardation
NOS3,Nodular glomerulosclerosis
NOS3,Cardiomegaly
NOS3,Heart failure
NOS3,Congestive heart failure
NOS3,Hepatomegaly
NOS3,Diaphragmatic Hernia
NOS3,Hyperglycemia
NOS3,Hyperinsulinism
NOS3,Hyperlipidemia
NOS3,Hypertensive disease
NOS3,Pulmonary Hypertension
NOS3,Male infertility
NOS3,Insulin Resistance
NOS3,Ischemia
NOS3,"Kidney Failure, Acute"
NOS3,Left-Sided Heart Failure
NOS3,Biliary cirrhosis
NOS3,"Liver Cirrhosis, Experimental"
NOS3,Chronic Obstructive Airway Disease
NOS3,Malignant neoplasm of stomach
NOS3,"Microangiopathy, Diabetic"
NOS3,Myocardial Infarction
NOS3,Myocardial Reperfusion Injury
NOS3,Neoplasms
NOS3,Oligospermia
NOS3,Pre-Eclampsia
NOS3,Prostatic Neoplasms
NOS3,Pyemia
NOS3,Reperfusion Injury
NOS3,Septicemia
NOS3,Stomach Neoplasms
NOS3,Gastric ulcer
NOS3,Streptozotocin Diabetes
NOS3,Uremia
NOS3,Ureteral obstruction
NOS3,"Tachycardia, Ventricular"
NOS3,Essential Hypertension
NOS3,Benign Neoplasm
NOS3,Myocardial Ischemia
NOS3,"Adenocarcinoma, Basal Cell"
NOS3,"Adenocarcinoma, Oxyphilic"
NOS3,"Carcinoma, Cribriform"
NOS3,"Carcinoma, Granular Cell"
NOS3,"Adenocarcinoma, Tubular"
NOS3,"Diabetes, Autoimmune"
NOS3,Paroxysmal atrial fibrillation
NOS3,"Heart Failure, Right-Sided"
NOS3,Secondary Biliary Cholangitis
NOS3,Hypoxia
NOS3,Erectile dysfunction
NOS3,Sepsis
NOS3,Familial Alzheimer Disease (FAD)
NOS3,Brittle diabetes
NOS3,Malignant neoplasm of prostate
NOS3,"Alzheimer Disease, Late Onset"
NOS3,Necrotizing Enterocolitis
NOS3,Metabolic Syndrome X
NOS3,Acute Confusional Senile Dementia
NOS3,Malignant neoplasm of esophagus
NOS3,Breast Carcinoma
NOS3,Hypoxemia
NOS3,"Alzheimer's Disease, Focal Onset"
NOS3,"Alzheimer Disease, Early Onset"
NOS3,"Cerebral Infarction, Left Hemisphere"
NOS3,"Cerebral Infarction, Right Hemisphere"
NOS3,Anterior Choroidal Artery Infarction
NOS3,Subcortical Infarction
NOS3,"Subfertility, Male"
NOS3,Posterior Choroidal Artery Infarction
NOS3,Male sterility
NOS3,Insulin Sensitivity
NOS3,"Mammary Neoplasms, Human"
NOS3,Endogenous Hyperinsulinism
NOS3,Exogenous Hyperinsulinism
NOS3,Compensatory Hyperinsulinemia
NOS3,Cardiac Hypertrophy
NOS3,Mammary Neoplasms
NOS3,Chronic Airflow Obstruction
NOS3,Atherogenesis
NOS3,Acute Kidney Insufficiency
NOS3,Lipidemias
NOS3,Hereditary Diffuse Gastric Cancer
NOS3,Severe Sepsis
NOS3,"Cleft palate, isolated"
NOS3,"Hyperglycemia, Postprandial"
NOS3,Coronary Artery Disease
NOS3,Myocardial Failure
NOS3,Heart Decompensation
NOS3,Persistent atrial fibrillation
NOS3,Acute kidney injury
NOS3,familial atrial fibrillation
NOS3,"Diabetes Mellitus, Ketosis-Prone"
NOS3,"Biliary Cirrhosis, Primary, 1"
NOS3,"Diabetes Mellitus, Sudden-Onset"
NOS3,"Mammary Carcinoma, Human"
CNOT3,Prostatic Neoplasms
CNOT3,Malignant neoplasm of prostate
CNOT3,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
NOTCH1,Congenital Abnormality
NOTCH1,Astrocytoma
NOTCH1,Malignant neoplasm of urinary bladder
NOTCH1,Bladder Neoplasm
NOTCH1,Malignant neoplasm of breast
NOTCH1,Calcinosis
NOTCH1,Malignant Neoplasms
NOTCH1,Malignant tumor of colon
NOTCH1,Malignant neoplasm of skin
NOTCH1,Squamous cell carcinoma
NOTCH1,Neoplastic Cell Transformation
NOTCH1,Uterine Cervical Neoplasm
NOTCH1,Colonic Neoplasms
NOTCH1,Connective Tissue Diseases
NOTCH1,Adenoid Cystic Carcinoma
NOTCH1,Glioblastoma
NOTCH1,Heart valve disease
NOTCH1,"Hepatitis, Toxic"
NOTCH1,Childhood Acute Lymphoblastic Leukemia
NOTCH1,Lymphoma
NOTCH1,nervous system disorder
NOTCH1,Skin Neoplasms
NOTCH1,Splenomegaly
NOTCH1,Squamous cell carcinoma of lung
NOTCH1,Benign neoplasm of bladder
NOTCH1,Carcinoma in situ of bladder
NOTCH1,Subependymal Giant Cell Astrocytoma
NOTCH1,Tumoral calcinosis
NOTCH1,Squamous cell carcinoma of esophagus
NOTCH1,Juvenile Pilocytic Astrocytoma
NOTCH1,Diffuse Astrocytoma
NOTCH1,Anaplastic astrocytoma
NOTCH1,Protoplasmic astrocytoma
NOTCH1,Gemistocytic astrocytoma
NOTCH1,Fibrillary Astrocytoma
NOTCH1,Pilocytic Astrocytoma
NOTCH1,Giant Cell Glioblastoma
NOTCH1,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
NOTCH1,Childhood Cerebral Astrocytoma
NOTCH1,Craniofacial Abnormalities
NOTCH1,Neoplasm of uncertain or unknown behavior of bladder
NOTCH1,Neoplasm of uncertain or unknown behavior of breast
NOTCH1,Microcalcification
NOTCH1,Mixed oligoastrocytoma
NOTCH1,Breast Carcinoma
NOTCH1,Carcinoma of bladder
NOTCH1,Cerebral Astrocytoma
NOTCH1,Intracranial Astrocytoma
NOTCH1,Breast adenocarcinoma
NOTCH1,Drug-Induced Liver Disease
NOTCH1,"Carcinoma, Pancreatic Ductal"
NOTCH1,Squamous cell carcinoma of the head and neck
NOTCH1,"Mammary Neoplasms, Human"
NOTCH1,"Hepatitis, Drug-Induced"
NOTCH1,Mammary Neoplasms
NOTCH1,Glioblastoma Multiforme
NOTCH1,Grade I Astrocytoma
NOTCH1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
NOTCH1,Drug-Induced Acute Liver Injury
NOTCH1,cervical cancer
NOTCH1,Chemical and Drug Induced Liver Injury
NOTCH1,Chemically-Induced Liver Toxicity
NOTCH1,"Mammary Carcinoma, Human"
NOTCH1,Familial thoracic aortic aneurysm and aortic dissection
NPY,Alcohol Use Disorder
NPY,"Alcoholic Intoxication, Chronic"
NPY,Alzheimer's Disease
NPY,Anorexia
NPY,Anxiety Disorders
NPY,Asthma
NPY,Cardiovascular Diseases
NPY,Cerebral Infarction
NPY,Cocaine Abuse
NPY,Presenile dementia
NPY,Mental Depression
NPY,Endogenous depression
NPY,Depressive disorder
NPY,Drug abuse
NPY,Drug habituation
NPY,Drug Use Disorders
NPY,Epilepsy
NPY,"Epilepsy, Temporal Lobe"
NPY,Uncinate Epilepsy
NPY,Hypertrophy
NPY,Jacksonian Seizure
NPY,Melancholia
NPY,Memory Disorders
NPY,"Organic Mental Disorders, Substance-Induced"
NPY,Schizoaffective Disorder
NPY,Schizophrenia
NPY,Seizures
NPY,Substance Dependence
NPY,Substance Use Disorders
NPY,Substance Withdrawal Syndrome
NPY,Unipolar Depression
NPY,Seasonal Affective Disorder
NPY,Alcohol abuse
NPY,Depressive Syndrome
NPY,Drug Withdrawal Symptoms
NPY,"Epilepsy, Cryptogenic"
NPY,Withdrawal Symptoms
NPY,Complex partial seizures
NPY,Memory impairment
NPY,Generalized seizures
NPY,Clonic Seizures
NPY,Aura
NPY,Cocaine-Related Disorders
NPY,Substance-Related Disorders
NPY,Visual seizure
NPY,Tonic Seizures
NPY,Epileptic drop attack
NPY,Familial Alzheimer Disease (FAD)
NPY,"Depression, Neurotic"
NPY,"Anxiety States, Neurotic"
NPY,"Epilepsy, Benign Psychomotor, Childhood"
NPY,"Epilepsy, Lateral Temporal"
NPY,"Seizures, Somatosensory"
NPY,"Seizures, Auditory"
NPY,Olfactory seizure
NPY,Gustatory seizure
NPY,Vertiginous seizure
NPY,"Alzheimer Disease, Late Onset"
NPY,Tonic - clonic seizures
NPY,Mood Disorders
NPY,Acute Confusional Senile Dementia
NPY,Cocaine Dependence
NPY,Substance abuse problem
NPY,"Alzheimer's Disease, Focal Onset"
NPY,"Alzheimer Disease, Early Onset"
NPY,"Cerebral Infarction, Left Hemisphere"
NPY,"Cerebral Infarction, Right Hemisphere"
NPY,Anterior Choroidal Artery Infarction
NPY,Subcortical Infarction
NPY,Non-epileptic convulsion
NPY,Single Seizure
NPY,Awakening Epilepsy
NPY,Atonic Absence Seizures
NPY,"Hyperkinesia, Generalized"
NPY,Age-Related Memory Disorders
NPY,"Memory Disorder, Semantic"
NPY,"Memory Disorder, Spatial"
NPY,Memory Loss
NPY,Convulsive Seizures
NPY,"Seizures, Focal"
NPY,"Seizures, Sensory"
NPY,Posterior Choroidal Artery Infarction
NPY,Weight decreased
NPY,Major Depressive Disorder
NPY,Anxiety neurosis (finding)
NPY,Drug Dependence
NPY,Nonepileptic Seizures
NPY,Hyperkinesia
NPY,Convulsions
NPY,Prescription Drug Abuse
NPY,Absence Seizures
NPY,Epileptic Seizures
NPY,Myoclonic Seizures
NPY,Generalized Absence Seizures
NPY,Peripheral Nervous System Diseases
NOTCH2,Astrocytoma
NOTCH2,Malignant neoplasm of urinary bladder
NOTCH2,Bladder Neoplasm
NOTCH2,Malignant neoplasm of breast
NOTCH2,Malignant neoplasm of skin
NOTCH2,Squamous cell carcinoma
NOTCH2,Uterine Cervical Neoplasm
NOTCH2,"Diabetes Mellitus, Non-Insulin-Dependent"
NOTCH2,Glioblastoma
NOTCH2,"Leukemia, Myelocytic, Acute"
NOTCH2,Lung Neoplasms
NOTCH2,Lymphoma
NOTCH2,Malignant neoplasm of stomach
NOTCH2,Neoplasm Invasiveness
NOTCH2,Skin Neoplasms
NOTCH2,Stomach Neoplasms
NOTCH2,Diffuse Large B-Cell Lymphoma
NOTCH2,Benign neoplasm of bladder
NOTCH2,Carcinoma in situ of bladder
NOTCH2,Subependymal Giant Cell Astrocytoma
NOTCH2,Malignant neoplasm of lung
NOTCH2,Squamous cell carcinoma of esophagus
NOTCH2,Juvenile Pilocytic Astrocytoma
NOTCH2,Diffuse Astrocytoma
NOTCH2,Anaplastic astrocytoma
NOTCH2,Protoplasmic astrocytoma
NOTCH2,Gemistocytic astrocytoma
NOTCH2,Fibrillary Astrocytoma
NOTCH2,Pilocytic Astrocytoma
NOTCH2,Giant Cell Glioblastoma
NOTCH2,Childhood Cerebral Astrocytoma
NOTCH2,Neoplasm of uncertain or unknown behavior of bladder
NOTCH2,Neoplasm of uncertain or unknown behavior of breast
NOTCH2,Mixed oligoastrocytoma
NOTCH2,Breast Carcinoma
NOTCH2,Carcinoma of bladder
NOTCH2,Cerebral Astrocytoma
NOTCH2,Intracranial Astrocytoma
NOTCH2,Breast adenocarcinoma
NOTCH2,"Mammary Neoplasms, Human"
NOTCH2,Mammary Neoplasms
NOTCH2,Glioblastoma Multiforme
NOTCH2,Grade I Astrocytoma
NOTCH2,Hereditary Diffuse Gastric Cancer
NOTCH2,Precursor Cell Lymphoblastic Leukemia Lymphoma
NOTCH2,Gastro-enteropancreatic neuroendocrine tumor
NOTCH2,cervical cancer
NOTCH2,"Mammary Carcinoma, Human"
NOTCH3,Malignant neoplasm of breast
NOTCH3,Malignant neoplasm of skin
NOTCH3,Non-Small Cell Lung Carcinoma
NOTCH3,Squamous cell carcinoma
NOTCH3,Glioblastoma
NOTCH3,Lung Neoplasms
NOTCH3,Seizures
NOTCH3,Skin Neoplasms
NOTCH3,Cerebrovascular accident
NOTCH3,Encephalopathies
NOTCH3,Migraine Disorders
NOTCH3,Malignant neoplasm of lung
NOTCH3,Squamous cell carcinoma of esophagus
NOTCH3,Giant Cell Glioblastoma
NOTCH3,Impaired cognition
NOTCH3,Dementia
NOTCH3,Breast Carcinoma
NOTCH3,"Carcinoma, Pancreatic Ductal"
NOTCH3,"Mammary Neoplasms, Human"
NOTCH3,Mammary Neoplasms
NOTCH3,Glioblastoma Multiforme
NOTCH3,Liver carcinoma
NOTCH3,"Mammary Carcinoma, Human"
NOTCH4,Bipolar Disorder
NOTCH4,Malignant neoplasm of breast
NOTCH4,Malignant neoplasm of skin
NOTCH4,Squamous cell carcinoma
NOTCH4,Schizophrenia
NOTCH4,Skin Neoplasms
NOTCH4,Breast Carcinoma
NOTCH4,"Carcinoma, Pancreatic Ductal"
NOTCH4,"Mammary Neoplasms, Human"
NOTCH4,Mammary Neoplasms
NOTCH4,"Mammary Carcinoma, Human"
PNP,"Osteoporosis, Age-Related"
PNP,"Hepatitis, Toxic"
PNP,Osteoporosis
PNP,"Osteoporosis, Senile"
PNP,"Arsenic Poisoning, Inorganic"
PNP,"Nervous System, Organic Arsenic Poisoning"
PNP,Arsenic Poisoning
PNP,Combined immunodeficiency
PNP,Post-Traumatic Osteoporosis
PNP,Arsenic Encephalopathy
PNP,Arsenic Induced Polyneuropathy
PNP,Drug-Induced Liver Disease
PNP,"Hepatitis, Drug-Induced"
PNP,Drug-Induced Acute Liver Injury
PNP,Chemical and Drug Induced Liver Injury
PNP,Chemically-Induced Liver Toxicity
NPAS1,Psychotic Disorders
NPAS1,Schizophrenia
NPAS1,Nonorganic psychosis
NPAS2,Autistic Disorder
NPAS2,Bipolar Disorder
NPAS2,Mental Depression
NPAS2,Depressive disorder
